name,openset
samplenew3_00061181,"[tension, pressure, dissatisfaction, concern]"
samplenew3_00021482,"[joy, curiosity, surprise]"
samplenew3_00105802,"[excitement, tension, anxiety, calm]"
samplenew3_00038001,"[anxious, tense, responsible, committed]"
samplenew3_00061206,"[understanding, care, empathy, concern]"
samplenew3_00038004,"[concerned, supportive]"
samplenew3_00061207,"[playful, humorous, light-hearted]"
samplenew3_00070796,"[affirmation, appreciation, satisfaction, calmness, determination]"
samplenew3_00006413,"[sorrow, loneliness, anxiety, tension]"
samplenew3_00061212,"[sadness, heaviness, loss, seriousness, somberness]"
samplenew3_00105807,"[confused, helpless, despondent, frustrated, annoyed]"
samplenew3_00038007,"[anxious, depressed, concerned]"
samplenew3_00061243,"[concern, advice, solemnity, tension]"
samplenew3_00021489,"[admiration, appreciation, uncertainty, hesitation]"
samplenew3_00070940,"[impatience, anxiety, curiosity, annoyance]"
samplenew3_00006635,"[anger, frustration, excitement]"
samplenew3_00089483,"[discontent, anger]"
samplenew3_00038115,"[excited, satisfied, positive]"
samplenew3_00063066,"[encouraging, appreciative]"
samplenew3_00063080,"[dissatisfaction, complaint, frustration, annoyance]"
samplenew3_00089487,"[anger, frustration, sadness]"
samplenew3_00106007,"[driven, motivated, resilient, able to bounce back]"
samplenew3_00063106,"[calm, rational, neutral]"
samplenew3_00021642,"[angry, frustrated, tense, pressure, defeat, dissatisfaction, complaint]"
samplenew3_00006644,"[concern, doubt, tension]"
samplenew3_00089490,"[cooperative, positive, relaxed, confident]"
samplenew3_00038125,"[dissatisfaction, unease, distress, discomfort, hope for understanding, support]"
samplenew3_00006645,"[anxious, stressed, frustrated]"
samplenew3_00054473,"[excited, enthusiastic, alert, focused]"
samplenew3_00106014,"[tense, anxious, contemplative, sorrowful]"
samplenew3_00089494,"[anger, frustration, resentment, worry, sadness]"
samplenew3_00038126,"[emotionally numb, disconnected, confused, uncertain]"
samplenew3_00063188,"[angry, dissatisfied, enraged, disillusioned]"
samplenew3_00021647,"[reassured, encouraging, calm, confident, authoritative]"
samplenew3_00089497,"[respect, nervousness, tension, surprise]"
samplenew3_00021648,"[pain, dissatisfaction]"
samplenew3_00063219,"[cheerful, relaxed, positive, ironic, playful]"
samplenew3_00006653,"[anxiety, unease, stress]"
samplenew3_00063223,"[unhappy, dissatisfied, restricted, emotional pain, sorrow, anxiety, tension]"
samplenew3_00054479,"[concern, stress, disappointment, dissatisfaction]"
samplenew3_00106024,"[dissatisfaction, disappointment, frustration, sadness, sorrow, anxiety]"
samplenew3_00054482,"[inner peace, satisfaction]"
samplenew3_00038137,"[tired, pain, discomfort, dissatisfaction]"
samplenew3_00063278,"[tense, worried]"
samplenew3_00054483,"[positive, willing to help, optimistic]"
samplenew3_00006665,"[jealous, amused, surprised, playful]"
samplenew3_00063302,"[discontent, anger, dissatisfaction]"
samplenew3_00106038,"[sad, angry, frustrated]"
samplenew3_00006669,"[excitement, anticipation]"
samplenew3_00089522,"[pride, confidence, enthusiasm]"
samplenew3_00070963,"[indifferent, apathetic, negative]"
samplenew3_00021658,"[curiosity, surprise]"
samplenew3_00006670,"[anger, tension]"
samplenew3_00106043,"[distress, sorrow, longing, needs, family relationship]"
samplenew3_00063324,"[contemplation, determination, frustration, fear, anxiety]"
samplenew3_00006671,"[dissatisfaction, anxiety, impatience, stress]"
samplenew3_00070964,"[worry, tension, uncertainty, passion]"
samplenew3_00054489,"[remorse, self-blame, guilt]"
samplenew3_00063368,"[angry, frustrated]"
samplenew3_00038146,"[angry, discontented]"
samplenew3_00063378,[happy]
samplenew3_00006677,"[confrontational, discontented, doubt, dissatisfaction, negative]"
samplenew3_00006679,"[disappointed, dissatisfaction, anxiety, stress, pressure]"
samplenew3_00038148,"[reproach, dissatisfaction, pressure, anxious, stressed, impatient]"
samplenew3_00089535,"[loyal, determined, concerned, sorrowful, despondent]"
samplenew3_00063449,"[anger, frustration, disappointment]"
samplenew3_00038152,"[anxious, uneasy, fearful]"
samplenew3_00054498,"[admiration, surprise, joy]"
samplenew3_00089538,"[excited, nervous, optimistic, hopeful]"
samplenew3_00006685,"[angry, tense, anxious]"
samplenew3_00070971,"[tension, anxiety, anticipation, request, excitement]"
samplenew3_00106671,"[anger, frustration]"
samplenew3_00106058,"[care, affection, promise, joy, positivity]"
samplenew3_00038154,"[anger, dissatisfaction, demand]"
samplenew3_00006689,"[urgent, anxious, excited, related to stage performance or public speaking]"
samplenew3_00089542,"[fear, anxiety, nervousness, doubt, uncertainty]"
samplenew3_00054500,"[concern, warning, displeasure]"
samplenew3_00038155,"[fear, anxiety, confusion, unease, doubt]"
samplenew3_00006690,"[positive, encouraging]"
samplenew3_00054502,"[helpless, despondent]"
samplenew3_00106680,"[anxiety, distress]"
samplenew3_00106681,"[joking, teasing, positive]"
samplenew3_00106061,"[angry, frustration, sadness]"
samplenew3_00038156,"[tension, concern, fear]"
samplenew3_00106062,"[anticipation, excitement]"
samplenew3_00106063,"[positive, confident, resolved, determined]"
samplenew3_00054506,"[doubt, surprise, confusion]"
samplenew3_00089551,"[concern, curiosity, interest, positive attitude]"
samplenew3_00089553,"[anger, frustration, blame, confusion, helplessness]"
samplenew3_00070979,"[confidence, pride, sadness, depression]"
samplenew3_00063604,"[concern, worry, significance, sensitivity, pressure, anxiety, uncertainty]"
samplenew3_00106708,"[positive, humor, mockery]"
samplenew3_00106071,"[tense, anxious, despairing, hopelessness, desire for help]"
samplenew3_00070980,"[interested, proud, confident, persuasive]"
samplenew3_00054509,"[excited, enthusiastic, fond]"
samplenew3_00006702,"[confrontational, discontented, frustrated, anxious]"
samplenew3_00021681,"[introduction, invitation, excitement]"
samplenew3_00106074,"[anxiety, overwhelmed]"
samplenew3_00021683,"[enthusiastic, anticipatory, positive]"
samplenew3_00106719,"[curious, excited, humorous]"
samplenew3_00006714,"[confused, contradictory, anxious, stressed, overwhelmed]"
samplenew3_00089568,"[casual, curious, friendly]"
samplenew3_00021684,"[concern, unease, tension, anxiety]"
samplenew3_00006716,"[worry, concern]"
samplenew3_00089571,"[tension, excitement]"
samplenew3_00021685,"[anxious, urgent, care, anticipation]"
samplenew3_00106083,"[positive, excitement]"
samplenew3_00063727,"[positive, friendly, happy, helpful, concerned]"
samplenew3_00106085,"[calm, organized, casual, non-stressful, positive]"
samplenew3_00089575,"[disbelief, astonishment, criticism, dissatisfaction, disapproval, confusion]"
samplenew3_00070989,"[longing, anxiety, irritability, emotional numbness, calmness, introspection]"
samplenew3_00038175,"[anxiety, stress, dissatisfaction, disappointment]"
samplenew3_00106087,"[irony, dissatisfaction, discontent]"
samplenew3_00054520,"[doubt, dissatisfaction, anxiety, pressure, perplexity, discontent, distrust, anger]"
samplenew3_00038176,"[jokey, playful, humorous, joyful, cheerful]"
samplenew3_00021689,"[tense, anxious, surprise, disbelief, concern]"
samplenew3_00054522,"[anger, frustration, disappointment, dissatisfaction]"
samplenew3_00006727,"[anger, frustration, anxiety, worry]"
samplenew3_00021691,"[disappointed, frustrated, anxious, tense, uncomfortable]"
samplenew3_00106092,"[anger, dissatisfaction]"
samplenew3_00106093,"[neutral, indifferent, relaxed]"
samplenew3_00054524,"[cheerful, light-hearted, desire for casual conversation, enjoyment]"
samplenew3_00006732,"[teasing, joking, positive]"
samplenew3_00063794,"[positive, professional, serious, focused]"
samplenew3_00106095,"[admiration, appreciation, joy, happiness]"
samplenew3_00089586,"[strong, persuasive, confident]"
samplenew3_00006734,"[anger, disappointment]"
samplenew3_00089589,"[tension, anxiety, anger, frustration]"
samplenew3_00063821,"[angry, disappointed, anxious, stressed]"
samplenew3_00006742,"[anxiety, tension, urgency, pressure, doubt, uncertainty]"
samplenew3_00089591,"[serious, tense, urgent, important]"
samplenew3_00063823,"[dissatisfaction, anger, confusion]"
samplenew3_00106102,"[positive, hopeful, joyful]"
samplenew3_00089592,"[frustrated, weary, sense of responsibility or duty]"
samplenew3_00021705,"[angry, frustrated]"
samplenew3_00038185,"[admiration, surprise, satisfaction, pleasure]"
samplenew3_00089593,"[praise, acknowledgment, pride, seriousness, focus]"
samplenew3_00106103,"[impatient, bored]"
samplenew3_00021708,"[appreciation, liking, positive emotions, confidence]"
samplenew3_00006748,"[anger, vengeance, indifference]"
samplenew3_00106105,"[disappointment, anger, frustration]"
samplenew3_00063902,"[anxiety, unease, longing]"
samplenew3_00021710,"[appreciation, approval, excitement, anticipation]"
samplenew3_00038188,"[tension, concern, worry]"
samplenew3_00063912,"[angry, frustrated, guilty, ashamed, pleading,求助]"
samplenew3_00006753,"[curious, expectant, confused, uncertain]"
samplenew3_00106107,"[fear, anxiety, stress]"
samplenew3_00006759,"[teasing, humorous, positive]"
samplenew3_00071006,"[anger, frustration, aggression]"
samplenew3_00089598,"[calm, confident, passionate, resolved]"
samplenew3_00038191,"[serious, supportive, comforting, encouraging, fearful, anxious, stressed]"
samplenew3_00063932,"[dissatisfaction, frustration, disappointment, gloom]"
samplenew3_00006760,[angry]
samplenew3_00071008,"[positive, uplifting, motivated, determined, hopeful]"
samplenew3_00038193,[angry]
samplenew3_00054535,"[confusion, frustration, disappointment, distress]"
samplenew3_00063967,"[stress, tension, anxiety]"
samplenew3_00006766,"[encouraging, supportive]"
samplenew3_00106115,"[anger, frustration, anxiety, urgency, panic]"
samplenew3_00021717,"[appreciation, astonishment]"
samplenew3_00063976,"[confused, amused]"
samplenew3_00071011,"[confused, uncertain, anxious, emotionally disconnected]"
samplenew3_00089603,"[nostalgia, warmth, emotional stability, satisfaction]"
samplenew3_00106116,"[humorous, lighthearted, positive mood]"
samplenew3_00006769,"[dissatisfaction, discontent, anger, stress]"
samplenew3_00089604,"[concerned, dissatisfied]"
samplenew3_00106760,"[disapproval, anger, dissatisfaction]"
samplenew3_00063988,"[positive, appreciative, supportive]"
samplenew3_00006770,"[depression, resignation, dissatisfaction, worry]"
samplenew3_00063989,"[calmness, detachment, introspection, self-reflection]"
samplenew3_00038200,"[encouraging, appreciative, positive]"
samplenew3_00006771,"[tense, anxious]"
samplenew3_00038201,"[discontent, anger, frustration]"
samplenew3_00089610,"[negative, confrontational, mocking]"
samplenew3_00071015,"[dissatisfaction, disdain, misunderstanding]"
samplenew3_00064030,"[liking, respect, admiration, affection, reluctance, happiness]"
samplenew3_00021728,"[negative, surprised, unfavorable]"
samplenew3_00106125,"[happy, joyful, relaxed, cheerful, playful, humorous]"
samplenew3_00054549,"[tense, uncertain, frustrated, hopeful]"
samplenew3_00106126,"[melancholy, disappointment, despair, overlooked, isolated, misunderstood]"
samplenew3_00064145,"[anger, frustration, negative emotion, pressure]"
samplenew3_00038206,"[shame, helplessness, dissatisfaction, emotional stress]"
samplenew3_00006785,"[weariness, depression, confusion]"
samplenew3_00089617,"[cool, rational, professional, knowledgeable, thinking ability]"
samplenew3_00006787,"[tension, anxiety, emphasis, anticipation]"
samplenew3_00064216,"[resigned, anxious, helpless, lack of choice]"
samplenew3_00021737,"[grateful, confident, accomplished, serious, appreciative]"
samplenew3_00106780,"[concern, fear]"
samplenew3_00089621,"[urgent anticipation, demand, concentration, tension]"
samplenew3_00064222,"[positive, uplifting, supportive, encouraging, perseverance, determination, calm, stable]"
samplenew3_00021738,"[agreement, affirmation, positive sentiment]"
samplenew3_00106132,"[anger, frustration, sadness, introspection]"
samplenew3_00038210,"[anticipation, excitement, happiness, satisfaction]"
samplenew3_00006791,"[optimistic, determination, steadfast belief, enthusiasm, constraint, inner conflict]"
samplenew3_00064256,"[encouraging, motivational, positive]"
samplenew3_00106133,"[envy, jealousy, admiration, frustration]"
samplenew3_00038212,"[longing, nostalgia, sadness, reflection]"
samplenew3_00064290,"[appreciative, praising]"
samplenew3_00021741,"[concerned, anxious]"
samplenew3_00064308,"[pride, accomplishment, determination, confidence, positive attitude]"
samplenew3_00064312,"[anxiety, stress]"
samplenew3_00089629,"[unhappy, dissatisfaction, frustration, anger]"
samplenew3_00006805,"[firmness, resolve, loyalty, determination, urgency, despair]"
samplenew3_00106139,"[anxious, stressed, overwhelmed, depressed, sad, contemplative, distressed]"
samplenew3_00106142,"[surprise, excitement, confusion]"
samplenew3_00089634,"[determination, focus, reassurance, control, sincerity, commitment]"
samplenew3_00006809,"[anxiety, confusion, uncertainty, pressure, distress]"
samplenew3_00106146,"[anxious, sad, tense]"
samplenew3_00006811,"[frustration, disappointment, anxiety]"
samplenew3_00106799,"[confused, uncomfortable, disoriented, emotional distress, anxious]"
samplenew3_00064380,"[uncertainty, anxiety]"
samplenew3_00089639,"[teasing, playful]"
samplenew3_00071037,"[anxiety, stress, numbness, detachment]"
samplenew3_00089643,"[disappointment, anger, stress]"
samplenew3_00054566,"[positive, pride, accomplishment]"
samplenew3_00106152,"[anger, frustration, nausea]"
samplenew3_00006817,"[playful, critical, humorous]"
samplenew3_00006821,"[anger, disappointment, frustration]"
samplenew3_00064423,"[distress, urgency, anxiety, sadness, indifference]"
samplenew3_00106158,"[fear, hopelessness]"
samplenew3_00089647,"[frustrated, dissatisfied, pressured]"
samplenew3_00106160,"[dissatisfaction, confusion]"
samplenew3_00038229,"[disappointment, confusion]"
samplenew3_00006828,"[concern, anger, urgency]"
samplenew3_00089652,"[admiration, awe, happiness, satisfaction]"
samplenew3_00038230,"[anger, frustration, sadness, anxiety, stress]"
samplenew3_00064441,"[heaviness, suppression, anxiety]"
samplenew3_00064443,"[excited, happy, amused]"
samplenew3_00006831,"[tense, anxious, defeated, discouraged]"
samplenew3_00071046,"[anxiety, concern, tension]"
samplenew3_00089656,"[sorrow, grief, stress]"
samplenew3_00106167,"[doubt, distrust, anxiety, insecurity]"
samplenew3_00064444,"[threat, challenge, assertiveness, urgency]"
samplenew3_00054575,"[tension, anxiety, confusion]"
samplenew3_00021761,"[worry, dependence, tension]"
samplenew3_00006835,"[impatience, annoyance, dissatisfaction, irritation]"
samplenew3_00064455,"[anxious, tense, irritated]"
samplenew3_00064463,"[dissatisfaction, humor, confusion, hesitation]"
samplenew3_00106175,"[teasing, humorous, complex, excitement, anxiety]"
samplenew3_00038238,"[heaviness, worry, guilt]"
samplenew3_00106177,"[anger, frustration, dissatisfaction, disappointment, concern, emphasis, authority, traditional values, criticism, complaint]"
samplenew3_00089667,"[doubt, dissatisfaction, provocation, mockery]"
samplenew3_00089668,"[anger, dissatisfaction]"
samplenew3_00021766,"[calm, composed, relaxed]"
samplenew3_00064485,"[anxious, high stress, assertive]"
samplenew3_00071054,"[surprise, skepticism]"
samplenew3_00021767,"[playful, humorous]"
samplenew3_00089674,"[tense, anxious]"
samplenew3_00038241,"[sorrow, despair]"
samplenew3_00106181,"[discomfort, distress, frustration]"
samplenew3_00071056,"[fear, anxiety, overwhelm, stress, skepticism, distrust, concern]"
samplenew3_00106182,"[comfort, protection, assurance, positive emotions, intimacy]"
samplenew3_00064542,"[extremely, negative, critical]"
samplenew3_00071058,"[fear, anxious]"
samplenew3_00054591,"[playful, mocking, humorous]"
samplenew3_00106185,"[resolve, confidence, self-esteem]"
samplenew3_00038246,"[joy, ease, humor, mocking]"
samplenew3_00064607,"[anxiety, stress, responsibility, burden, solitude]"
samplenew3_00006853,"[anxious, tense, disappointed, pressured, dissatisfied]"
samplenew3_00106840,"[agreement, endorsement, positive emotions]"
samplenew3_00064664,"[anger, frustration, pride, arrogance]"
samplenew3_00106189,"[depression, sorrow]"
samplenew3_00064683,"[anger, anxiety]"
samplenew3_00006860,"[curiosity, surprise]"
samplenew3_00106199,"[challenging, skeptical, solemn, pressing]"
samplenew3_00054602,"[defeated, sad, satisfied, ironic]"
samplenew3_00064889,"[worry, dissatisfaction, recognition, value]"
samplenew3_00064890,"[positive attitude, confidence, enthusiasm, excitement]"
samplenew3_00106880,"[affectionate, intimate, positive]"
samplenew3_00054603,[]
samplenew3_00106202,"[curious, interested, respectful, proud/achieved, affirmed, praised]"
samplenew3_00038260,"[urgent, tense, joyful, contented, intention, resolution, stress relief]"
samplenew3_00064734,"[enthusiastic, welcoming, appreciative, admiring]"
samplenew3_00089699,"[anger, disappointment, dissatisfaction, anxiety, tension]"
samplenew3_00006866,"[anger, disappointment, frustration]"
samplenew3_00089702,"[uneasy, anxious, overwhelmed, stressed]"
samplenew3_00021786,"[angry, defeated, humiliated, disrespected]"
samplenew3_00038263,"[discontent, disappointment, anxiety, frustration, impatience, anger, resentment]"
samplenew3_00054613,"[respect, admiration]"
samplenew3_00021791,"[disappointment, regret]"
samplenew3_00038267,"[pressure, anxiety, anger]"
samplenew3_00089708,"[sarcastic, mock, dissatisfaction, negative]"
samplenew3_00064850,"[uneasy, concerned, fear, anxiety, sadness]"
samplenew3_00038269,"[teasing, challenging]"
samplenew3_00106214,"[joyful, positive]"
samplenew3_00021796,"[admiration, respect, acknowledgment, professionalism, seriousness]"
samplenew3_00071080,"[anticipation, excitement]"
samplenew3_00089711,"[anxious, impatient, comforted]"
samplenew3_00038271,"[encouraging, supportive]"
samplenew3_00106219,"[excited, enthusiastic, critical]"
samplenew3_00006889,"[dissatisfaction, lack of understanding, detachment, coolness, sadness, downcast]"
samplenew3_00064937,"[dissatisfied, disappointed, negative]"
samplenew3_00071084,"[anger, frustration, disappointment]"
samplenew3_00054623,"[comforting, advising, distress, sorrow]"
samplenew3_00064941,"[frightened, tense]"
samplenew3_00089724,"[excitement, enthusiasm, pride, satisfaction, positive emotions, fulfillment]"
samplenew3_00106223,"[anxious, angry]"
samplenew3_00089725,"[admiration, praise, excitement, surprise]"
samplenew3_00106226,"[positive, happy, content]"
samplenew3_00038274,"[expectant, concerned, empathetic, caring]"
samplenew3_00006894,"[cheerful, casual, positive]"
samplenew3_00064988,"[angry, frustrated]"
samplenew3_00006896,"[anger, frustration]"
samplenew3_00054625,"[calm, composed, confident, handling a challenging situation, offering advice]"
samplenew3_00106899,"[upbeat, enthusiastic, confident, joyful, hesitant]"
samplenew3_00106228,"[concern, worry, tension, anxiety]"
samplenew3_00021805,"[anxiety, stress, overwhelmed]"
samplenew3_00106891,"[frustrated, anxious, excited, angry, discontented]"
samplenew3_00106230,"[self-reproach, self-criticism, frustration, impatience]"
samplenew3_00038276,"[joy, mischief]"
samplenew3_00054626,"[anger, disappointment]"
samplenew3_00065020,"[excited, anxious, calm, focused]"
samplenew3_00089730,"[attentive, active participation, affirmation, agreement]"
samplenew3_00021808,"[frustrated, angry, sadness, anxiety]"
samplenew3_00065062,"[positive, satisfaction, calm]"
samplenew3_00021809,"[tense, anxious, concerned]"
samplenew3_00065091,"[angry, hostile]"
samplenew3_00065098,"[frustration, defeat]"
samplenew3_00089735,"[commitment, oath, distress, intense emotions, calm, happiness, positive, optimistic]"
samplenew3_00106918,"[discontent, confusion, complaint, anger]"
samplenew3_00071096,"[excited, passionate, praise, affirmation]"
samplenew3_00089740,"[anger, frustration, confusion, misunderstanding]"
samplenew3_00065114,"[anger, blame, dissatisfaction]"
samplenew3_00071097,"[anger, frustration, sadness, mourning, despair, depression, resignation]"
samplenew3_00021813,"[sad, concerned, supportive]"
samplenew3_00106245,"[excited, admiring]"
samplenew3_00071099,"[anxious, tense, uncertain, concerned]"
samplenew3_00089743,"[positive, confident, satisfied, relaxed]"
samplenew3_00021815,"[anger, dissatisfaction]"
samplenew3_00038288,"[questioning, worried, discontented, doubtful]"
samplenew3_00006917,"[concentrated, absorbed]"
samplenew3_00054637,"[anger, frustration]"
samplenew3_00071100,"[tense, anxious]"
samplenew3_00065153,"[positive, humorous, friendly, warm, intention/desire, tense, challenging circumstances]"
samplenew3_00065155,"[relief, release]"
samplenew3_00071101,"[concern, interest, calmness, relaxation]"
samplenew3_00106249,"[confident, enthusiastic, satisfied]"
samplenew3_00071103,"[sadness, gloom, fear, contemplation, deep thought]"
samplenew3_00006927,"[doubt, curiosity, confusion]"
samplenew3_00065216,"[ironic, mocking, playful, joking, upbeat]"
samplenew3_00021822,"[anger, negativity, provocation]"
samplenew3_00089751,"[admiration, excitement]"
samplenew3_00038294,"[disappointed, anxious, frustrated]"
samplenew3_00021823,"[anger, dissatisfaction, unhappiness]"
samplenew3_00089752,"[inner peace, tranquility, tension, urgency]"
samplenew3_00038296,[]
samplenew3_00038297,"[sad, comforting, apology]"
samplenew3_00071108,"[confused, anxious]"
samplenew3_00106257,"[revulsion, dissatisfaction, envy, insecurity, inadequacy, disgust]"
samplenew3_00106939,"[admiration, excitement, praise]"
samplenew3_00065285,"[enthusiastic, excited, supportive, happy, relaxed]"
samplenew3_00006936,"[joy, satisfaction, pride]"
samplenew3_00089758,"[gratitude, comfort, appreciation]"
samplenew3_00065314,"[serious, tense, anxious, stressed]"
samplenew3_00021829,"[confused, helpless, pressured, trapped, nervous, anxious]"
samplenew3_00006942,"[mockery, provocation]"
samplenew3_00071112,"[fear, anxiety, confusion]"
samplenew3_00021831,"[disappointment, dissatisfaction, depression, unhappiness]"
samplenew3_00106263,"[pride, culturally rooted, positive]"
samplenew3_00065327,"[skepticism, dissatisfaction, anxiety, despondency]"
samplenew3_00038303,"[stable, negative]"
samplenew3_00021832,"[neutral, subdued, boredom, disinterest]"
samplenew3_00071115,"[unhappy, disagreement, anger, satire]"
samplenew3_00038306,"[disappointment, frustration, confusion, defeat]"
samplenew3_00089770,"[confused, frustrated, overwhelmed, sad, longing]"
samplenew3_00106273,"[resolve, motivation, confidence, determination, passion, willingness]"
samplenew3_00054655,"[firm, persuasive, surprised, worried, angry]"
samplenew3_00071119,"[disinterest, negativity, indifference]"
samplenew3_00038308,"[relaxed, indifferent, humorous]"
samplenew3_00065408,"[angry, shocked]"
samplenew3_00054658,"[anxiety, excitement]"
samplenew3_00089778,"[angry, disappointment]"
samplenew3_00021839,"[sadness, anger, disappointment]"
samplenew3_00054659,"[fear, anxiety, panic]"
samplenew3_00038310,"[admiration, praise, affirmation, appreciation, curiosity, excitement, engagement]"
samplenew3_00021841,"[anger, frustration, hostility]"
samplenew3_00065426,"[desolation, urgency, relief, carefree, serenity, satisfaction, mockery, self-deprecation]"
samplenew3_00054661,"[tension, stress, frustration, impatience, dissatisfaction, pressure]"
samplenew3_00106281,"[tense, anxious, nervous, uncertain, pressured]"
samplenew3_00071126,"[anxious, stressed, distressed, overwhelmed, uneasy, possibly guilt, fear]"
samplenew3_00006957,"[humorous, sarcastic, tense, excited]"
samplenew3_00106282,[]
samplenew3_00054664,"[doubt, disbelief, skepticism, distrust, surprise, unsettled]"
samplenew3_00006958,"[worry, unease, concern]"
samplenew3_00106283,[]
samplenew3_00065472,"[discontented, disapproving, sarcastic]"
samplenew3_00038317,"[concern, unease, fear]"
samplenew3_00106284,"[anxious, agitated]"
samplenew3_00021845,"[surprised, incredulous]"
samplenew3_00065503,"[disappointment, frustration, annoyance, sadness]"
samplenew3_00089790,"[excitement, anticipation, nervousness]"
samplenew3_00006968,"[tension, anxiety, anger]"
samplenew3_00065538,"[calm, poised, excited, anxious, praised, affirmed]"
samplenew3_00006969,"[urgency, tension, concern, anger, frustration, anxiety]"
samplenew3_00065540,"[determination, confidence, positive mood]"
samplenew3_00054669,"[happiness, comfort, affection]"
samplenew3_00038320,"[dissatisfaction, discontent]"
samplenew3_00106287,"[tense, fearful, anxious]"
samplenew3_00071136,"[enjoyment, good mood, happiness]"
samplenew3_00089796,"[angry, frustrated, aggressive, blame, challenge]"
samplenew3_00106290,"[professional, authoritative, lively, tense, excited]"
samplenew3_00065559,"[consolation, encouragement, hope, support]"
samplenew3_00006980,"[desperation, sorrow, fear]"
samplenew3_00065577,"[serious, hopeful, thoughtful]"
samplenew3_00065580,"[anxiety, impatience, dissatisfaction, urgency, stress, frustration]"
samplenew3_00065599,"[angry, depressed]"
samplenew3_00071141,"[anger, frustration, anxiety]"
samplenew3_00006984,"[surprise, confusion, bewilderment]"
samplenew3_00021852,"[confident, optimistic, positive, tense, excited, contemplative, reflective, self-assured, encouraging]"
samplenew3_00071142,"[ironic, dissatisfied, disapproval, confusion, unpleasant, contrast]"
samplenew3_00021853,"[anger, disappointment]"
samplenew3_00065604,"[serious, focused, anxious, tense, confident, professional]"
samplenew3_00006986,"[frustration, annoyance, dissatisfaction, disappointment]"
samplenew3_00106297,"[friendly, curious]"
samplenew3_00106298,"[gratitude, admiration]"
samplenew3_00054676,"[calm, focused, anxious, stressed, tense, uncertain, confused]"
samplenew3_00071144,"[satisfied, excited, anticipation]"
samplenew3_00089812,"[firm, resolute, passionate, solemn, dignified]"
samplenew3_00006992,"[nervous, tense]"
samplenew3_00054678,"[apathetic, disinterested, sarcastic, disdainful]"
samplenew3_00065623,"[disappointment, frustration, anxiety]"
samplenew3_00006993,"[tense, anxious]"
samplenew3_00106301,"[interested, accepting, respectful]"
samplenew3_00021856,"[anger, frustration]"
samplenew3_00006996,"[anxiety, gloom, overwhelmed]"
samplenew3_00089814,"[optimistic, positive]"
samplenew3_00065636,"[worry, concern, tension]"
samplenew3_00021858,"[formal, respectful, excited, anticipating, nervous]"
samplenew3_00106304,"[anger, frustration]"
samplenew3_00007000,"[disregard, indifference, humor, amusement, cheerful]"
samplenew3_00007002,"[calm, confident]"
samplenew3_00007003,"[neutral, calm]"
samplenew3_00038342,"[positive, encouraging]"
samplenew3_00065649,"[happiness, friendliness]"
samplenew3_00065651,"[overjoyed, happy, excited]"
samplenew3_00038344,"[energetic, passionate]"
samplenew3_00071152,"[inspiring, motivating, uplifting, expectant, demanding, responsible, calm, focused]"
samplenew3_00065678,"[serious, focused, urgent, tense]"
samplenew3_00106312,"[discontent, anger]"
samplenew3_00089822,"[comfort, assurance, composure, calmness]"
samplenew3_00007007,"[shock, sorrow]"
samplenew3_00071154,"[frustration, irritation, humor, self-deprecation]"
samplenew3_00038345,"[angry, dissatisfied, unhappy]"
samplenew3_00021865,"[anxiety, agitation, frustration, anger]"
samplenew3_00106314,"[anger, frustration]"
samplenew3_00089823,"[worry, concern]"
samplenew3_00065710,"[tense, anxious, frustrated, angry, relief, gratification, relief, gratitude]"
samplenew3_00071157,"[anger, dissatisfaction, confrontation]"
samplenew3_00089824,"[excitement, disappointment, curious, humorous]"
samplenew3_00106315,"[fearful, concerned, angry, frustrated]"
samplenew3_00065715,"[focus, stress, accomplishment]"
samplenew3_00089825,"[affirmative, encouraging, positive evaluation]"
samplenew3_00065751,"[excited, anxious, positive, relaxed]"
samplenew3_00107019,"[confused, perplexed, unable to understand, negative]"
samplenew3_00107000,"[difficulty, distress, frustration, detachment]"
samplenew3_00089827,"[neutral, uninterested, calm, peaceful]"
samplenew3_00021872,"[loss, helplessness, gloominess, loneliness, disappointment, overwhelm]"
samplenew3_00007015,"[respect, reverence, humility, curiosity, positive]"
samplenew3_00007016,"[resolve, determination, anger]"
samplenew3_00089831,"[confused, unable to articulate feelings, emotional]"
samplenew3_00071166,"[urgent, anxious]"
samplenew3_00065783,"[anxious, tense, pressured, urgent, dissatisfied]"
samplenew3_00054696,"[anger, anxiety, dissatisfaction, pain]"
samplenew3_00038354,"[positive, optimistic, focused, thoughtful]"
samplenew3_00089832,"[worry, contemplation, enjoyment, dissatisfaction, concern]"
samplenew3_00107010,"[concern, warning, negative evaluation, anxiety]"
samplenew3_00065794,"[concerned, tense, anxious, nervous, uneasy]"
samplenew3_00065804,"[hostile, threatening, anger]"
samplenew3_00106329,"[teasing, jest, humorous, playful]"
samplenew3_00021879,[]
samplenew3_00071168,"[pride, confidence]"
samplenew3_00007023,"[nervous, anxious]"
samplenew3_00106330,"[positive, happiness, excitement, vitality, acceptance, welcome, closeness, unity, warmth]"
samplenew3_00021881,"[uplifting, important, national pride, determination]"
samplenew3_00071169,"[discontent, dissatisfaction, blame]"
samplenew3_00007025,"[anxiety, concern, anger]"
samplenew3_00106335,"[neutral, detached]"
samplenew3_00071171,"[angry, dissatisfied]"
samplenew3_00021885,"[solemn, formal, confident, authoritative]"
samplenew3_00065853,"[deep passion, love, affection, commitment]"
